date,fips,county,tests,cases,recovered,deaths
2021-08-26,19153,Polk,315042,62499,58630,655
2021-08-26,19113,Linn,134314,23295,21228,346
2021-08-26,19163,Scott,99797,21668,20324,252
2021-08-26,19013,Black Hawk,80584,18159,16533,328
2021-08-26,19193,Woodbury,66823,15980,15172,231
2021-08-26,19103,Johnson,92920,15545,14698,88
2021-08-26,19061,Dubuque,63591,14020,13409,217
2021-08-26,19155,Pottawattamie,53238,12196,11244,179
2021-08-26,19049,Dallas,61584,12085,11424,102
2021-08-26,19169,Story,61984,11355,10878,48
2021-08-26,19181,Warren,31692,6286,5861,92
2021-08-26,19187,Webster,23772,5904,5372,102
2021-08-26,19033,Cerro Gordo,28320,5899,5570,100
2021-08-26,19045,Clinton,26265,5851,5573,94
2021-08-26,19057,Des Moines,24324,5348,4802,80
2021-08-26,19167,Sioux,17836,5289,5135,74
2021-08-26,19127,Marshall,24174,5241,4861,79
2021-08-26,19139,Muscatine,24381,5225,4855,107
2021-08-26,19099,Jasper,20968,4794,4483,73
2021-08-26,19179,Wapello,21049,4662,4286,126
2021-08-26,19111,Lee,18830,4598,3972,63
2021-08-26,19021,Buena Vista,16322,4485,4282,40
2021-08-26,19149,Plymouth,14446,4165,3979,82
2021-08-26,19125,Marion,18465,4048,3664,80
2021-08-26,19087,Henry,12479,3208,2984,39
2021-08-26,19105,Jones,11221,3143,2961,57
2021-08-26,19017,Bremer,13829,3077,2886,64
2021-08-26,19027,Carroll,12475,2981,2821,52
2021-08-26,19047,Crawford,9794,2978,2706,43
2021-08-26,19015,Boone,15604,2883,2704,35
2021-08-26,19011,Benton,14491,2811,2583,56
2021-08-26,19183,Washington,13590,2781,2568,53
2021-08-26,19059,Dickinson,11474,2584,2468,46
2021-08-26,19123,Mahaska,12130,2502,2295,51
2021-08-26,19109,Kossuth,8931,2342,2161,68
2021-08-26,19097,Jackson,10320,2331,2223,43
2021-08-26,19055,Delaware,9102,2247,2087,43
2021-08-26,19041,Clay,9309,2241,2154,27
2021-08-26,19171,Tama,9406,2230,2069,72
2021-08-26,19019,Buchanan,10687,2150,1944,35
2021-08-26,19083,Hardin,9737,2076,1880,45
2021-08-26,19145,Page,7134,2069,1939,23
2021-08-26,19191,Winneshiek,11640,2060,1976,37
2021-08-26,19141,O'Brien,7300,2057,1956,61
2021-08-26,19031,Cedar,10337,2052,1919,24
2021-08-26,19065,Fayette,10573,2048,1848,43
2021-08-26,19197,Wright,8698,2039,1883,40
2021-08-26,19079,Hamilton,8631,1989,1847,52
2021-08-26,19085,Harrison,7131,1889,1758,75
2021-08-26,19023,Butler,7955,1827,1654,36
2021-08-26,19121,Madison,8949,1810,1667,19
2021-08-26,19043,Clayton,8178,1808,1683,58
2021-08-26,19129,Mills,8369,1747,1626,24
2021-08-26,19067,Floyd,8794,1739,1608,42
2021-08-26,19035,Cherokee,6650,1684,1582,39
2021-08-26,19157,Poweshiek,9998,1667,1571,36
2021-08-26,19119,Lyon,5288,1658,1577,41
2021-08-26,19005,Allamakee,7073,1627,1518,52
2021-08-26,19095,Iowa,9137,1611,1470,24
2021-08-26,19081,Hancock,6865,1591,1503,35
2021-08-26,19189,Winnebago,7117,1546,1443,31
2021-08-26,19101,Jefferson,9651,1518,1333,35
2021-08-26,19025,Calhoun,5929,1500,1436,13
2021-08-26,19029,Cass,7040,1479,1373,56
2021-08-26,19075,Grundy,6444,1460,1363,34
2021-08-26,19115,Louisa,6159,1408,1264,49
2021-08-26,19063,Emmet,5735,1403,1326,41
2021-08-26,19165,Shelby,6148,1400,1291,38
2021-08-26,19069,Franklin,6303,1387,1269,23
2021-08-26,19161,Sac,5958,1377,1314,20
2021-08-26,19091,Humboldt,5346,1352,1238,26
2021-08-26,19007,Appanoose,6841,1351,1237,49
2021-08-26,19175,Union,7281,1329,1267,37
2021-08-26,19131,Mitchell,6022,1326,1241,43
2021-08-26,19037,Chickasaw,6186,1319,1252,17
2021-08-26,19077,Guthrie,6568,1311,1227,32
2021-08-26,19147,Palo Alto,4992,1189,1126,24
2021-08-26,19039,Clarke,5527,1125,1002,24
2021-08-26,19137,Montgomery,4782,1096,1032,38
2021-08-26,19089,Howard,5185,1089,1036,22
2021-08-26,19107,Keokuk,4878,1057,978,32
2021-08-26,19135,Monroe,4040,1057,984,33
2021-08-26,19093,Ida,3811,1004,901,36
2021-08-26,19051,Davis,4098,957,857,25
2021-08-26,19001,Adair,4032,918,869,32
2021-08-26,19151,Pocahontas,3804,893,853,22
2021-08-26,19133,Monona,4167,891,842,32
2021-08-26,19073,Greene,4691,860,789,11
2021-08-26,19195,Worth,4383,847,761,8
2021-08-26,19117,Lucas,4426,836,763,23
2021-08-26,19143,Osceola,2802,814,781,17
2021-08-26,19173,Taylor,2823,697,659,12
2021-08-26,19053,Decatur,4002,694,662,10
2021-08-26,19071,Fremont,3070,691,645,10
2021-08-26,19177,Van Buren,3184,635,557,18
2021-08-26,19159,Ringgold,2679,604,551,26
2021-08-26,19185,Wayne,2905,592,543,23
2021-08-26,19009,Audubon,3034,561,522,14
2021-08-26,19003,Adams,1779,368,348,4
2021-08-26,NA,Pending Investigation,2937,7,5,0
