date,fips,county,tests,cases,recovered,deaths
2021-09-08,19153,Polk,322770,65436,59806,664
2021-09-08,19113,Linn,137994,24738,21778,350
2021-09-08,19163,Scott,102124,22408,20708,257
2021-09-08,19013,Black Hawk,82703,18794,17046,332
2021-09-08,19193,Woodbury,67965,16461,15472,233
2021-09-08,19103,Johnson,95511,16197,14939,90
2021-09-08,19061,Dubuque,64728,14305,13532,217
2021-09-08,19155,Pottawattamie,54379,12711,11550,182
2021-09-08,19049,Dallas,62934,12488,11630,102
2021-09-08,19169,Story,62985,11655,11067,48
2021-09-08,19181,Warren,32474,6625,5973,92
2021-09-08,19187,Webster,24237,6157,5566,102
2021-09-08,19033,Cerro Gordo,28916,6087,5672,100
2021-09-08,19045,Clinton,26885,6061,5622,95
2021-09-08,19057,Des Moines,24973,5712,4961,80
2021-09-08,19139,Muscatine,25059,5514,4957,108
2021-09-08,19127,Marshall,24730,5497,4955,79
2021-09-08,19167,Sioux,18184,5372,5159,74
2021-09-08,19099,Jasper,21478,4998,4579,75
2021-09-08,19111,Lee,19492,4957,4244,71
2021-09-08,19179,Wapello,21510,4844,4353,127
2021-09-08,19021,Buena Vista,17067,4661,4332,42
2021-09-08,19125,Marion,18968,4293,3792,81
2021-09-08,19149,Plymouth,14672,4259,4008,82
2021-09-08,19087,Henry,12778,3320,3061,40
2021-09-08,19105,Jones,11471,3233,2998,58
2021-09-08,19017,Bremer,14139,3179,2926,65
2021-09-08,19047,Crawford,10109,3152,2783,43
2021-09-08,19027,Carroll,12707,3099,2850,53
2021-09-08,19015,Boone,15951,2986,2772,36
2021-09-08,19011,Benton,14869,2982,2623,56
2021-09-08,19183,Washington,14114,2967,2627,54
2021-09-08,19059,Dickinson,11625,2646,2492,46
2021-09-08,19123,Mahaska,12460,2642,2337,52
2021-09-08,19109,Kossuth,9146,2418,2210,68
2021-09-08,19097,Jackson,10558,2396,2247,43
2021-09-08,19041,Clay,9572,2361,2166,27
2021-09-08,19171,Tama,9605,2313,2090,73
2021-09-08,19055,Delaware,9263,2301,2139,43
2021-09-08,19019,Buchanan,10972,2254,2003,37
2021-09-08,19083,Hardin,9994,2183,1947,47
2021-09-08,19145,Page,7350,2179,1959,23
2021-09-08,19031,Cedar,10584,2132,1946,24
2021-09-08,19197,Wright,8899,2130,1924,41
2021-09-08,19065,Fayette,10860,2125,1906,44
2021-09-08,19191,Winneshiek,11856,2112,1988,37
2021-09-08,19141,O'Brien,7432,2100,1969,61
2021-09-08,19079,Hamilton,8848,2065,1898,52
2021-09-08,19085,Harrison,7295,1947,1778,75
2021-09-08,19043,Clayton,8390,1881,1709,58
2021-09-08,19121,Madison,9150,1881,1719,19
2021-09-08,19023,Butler,8108,1863,1719,36
2021-09-08,19067,Floyd,8946,1812,1638,42
2021-09-08,19129,Mills,8545,1803,1665,24
2021-09-08,19035,Cherokee,6811,1745,1606,39
2021-09-08,19157,Poweshiek,10226,1743,1586,36
2021-09-08,19119,Lyon,5413,1711,1579,41
2021-09-08,19005,Allamakee,7225,1699,1540,52
2021-09-08,19095,Iowa,9375,1687,1519,24
2021-09-08,19081,Hancock,7048,1643,1528,35
2021-09-08,19101,Jefferson,9968,1614,1392,37
2021-09-08,19025,Calhoun,6103,1611,1457,13
2021-09-08,19189,Winnebago,7257,1607,1460,31
2021-09-08,19075,Grundy,6614,1543,1389,35
2021-09-08,19029,Cass,7150,1513,1387,56
2021-09-08,19115,Louisa,6370,1495,1313,49
2021-09-08,19165,Shelby,6281,1473,1323,39
2021-09-08,19063,Emmet,5833,1449,1332,41
2021-09-08,19069,Franklin,6443,1442,1313,23
2021-09-08,19007,Appanoose,7047,1436,1266,49
2021-09-08,19091,Humboldt,5466,1423,1263,26
2021-09-08,19161,Sac,6082,1418,1333,22
2021-09-08,19131,Mitchell,6152,1389,1251,43
2021-09-08,19175,Union,7382,1374,1274,37
2021-09-08,19037,Chickasaw,6308,1352,1282,18
2021-09-08,19077,Guthrie,6679,1348,1250,32
2021-09-08,19147,Palo Alto,5088,1256,1140,24
2021-09-08,19039,Clarke,5691,1210,1038,24
2021-09-08,19137,Montgomery,4905,1162,1034,38
2021-09-08,19089,Howard,5292,1126,1046,22
2021-09-08,19107,Keokuk,5032,1110,988,32
2021-09-08,19135,Monroe,4122,1101,1003,33
2021-09-08,19093,Ida,3888,1036,942,37
2021-09-08,19051,Davis,4170,1001,874,25
2021-09-08,19151,Pocahontas,3894,938,859,23
2021-09-08,19001,Adair,4094,937,878,32
2021-09-08,19133,Monona,4220,922,856,33
2021-09-08,19073,Greene,4793,920,801,11
2021-09-08,19195,Worth,4509,899,782,8
2021-09-08,19117,Lucas,4556,895,790,23
2021-09-08,19143,Osceola,2839,831,790,17
2021-09-08,19071,Fremont,3149,718,664,10
2021-09-08,19053,Decatur,4078,717,677,10
2021-09-08,19173,Taylor,2886,716,666,12
2021-09-08,19177,Van Buren,3284,676,576,18
2021-09-08,19185,Wayne,2989,633,552,23
2021-09-08,19159,Ringgold,2707,616,559,26
2021-09-08,19009,Audubon,3086,572,529,14
2021-09-08,19003,Adams,1808,375,360,4
2021-09-08,NA,Pending Investigation,3296,20,4,0
